0;0;1.98778850886;1.99125541393;1.9915120563;1.99217787661;1.99233073079;1.99241105056;1.99254563756;1.99280353681;1.99321712511;1.99329387459;1.99333068303;1.99359924552;1.99365573317;1.99378505004;1.99379673868;1.99444776412;1.99470161843;1.99504175543;1.99521873962;1.99564408194;1.99566478351;1.995701256;1.99574589269;1.99580514898;1.99614402284;1.99637635633;1.99638492557;1.99641201381;1.996454103;1.9964642474;1.99660970442;1.99673025519;1.99674137629;1.99679351255;1.99681126085;1.99684902172;1.99686978339;1.99689779695;1.99690621574;1.99692169208;1.99698210051;1.99700668158;1.99707188522;1.99708444195;1.99717891727;1.99719939789;1.99724540658;1.99730568167;1.99748334679;1.99759502731;1.99765524241;1.99766661955;1.99793912176;1.99801113411;1.99811059886;1.99815472885;1.99825697996;1.99829476478;1.99833347852;1.99846680816;1.99852298285;1.99857293828;1.99857915696;1.99861501908;1.99865609299;1.99865965687;1.99866814101;1.99866871082;1.99867108428;1.99871331891;1.99877222234;1.99891806337;1.99896618749;1.99906491024;1.99907209117;1.9991263717;1.99915239443;1.99926739272;1.9992829016;1.99928385854;1.999338092;1.99938488855;1.99942811808;1.99943321678;1.99945055637;1.99948498535;1.99952526825;1.99955554106;1.99958355302;1.99962679239;1.9996614522;1.99967889827;1.99969714514;1.99972247443;1.99975215362;1.99977710382;1.9998563604;1.99989425317;1.99997784625;1.99999252898;2.25475595748;2.42056624303;2.63051720541;2.71850816426;2.99834703209;3.23950578128;3.50218340663;4.04057465453;4.11381912271;4.506272484;4.6358273882;4.98533203271;5.57381254975;5.74127238648;5.84785877177;5.99206642656;6.29875115783;6.8712877705;6.9883422557;8.13457395278;8.89359193988;9.00135293378;9.02538324386;9.13490101502;13.0252383371;1085.33567278;3233.88761789;
1;1.99186384347;1.99247451608;1.99350333236;1.99413821476;1.99467671083;1.99547214225;1.99693913286;1.99746941278;1.99764710183;1.99766894667;1.99771082274;1.99774346717;1.99777801678;1.99783087491;1.99789832132;1.99792257653;1.99824852499;1.9984151566;1.99861663753;1.998904584;1.9989916429;1.9996859087;1.99977196139;1.99993198377;1.99996081101;2.30535368333;2.38692201399;2.59013261743;3.05515230691;3.58955174389;4.23127737544;4.24057945659;4.51515753819;4.90821906535;5.18833336857;5.34680912327;5.43614282395;5.89310653162;6.29110866771;6.33941183025;6.69266006606;7.6356600789;8.22837077584;8.2847720895;9.51716100031;9.97371763273;10.1192283636;10.2306909048;10.4677328219;10.5893663011;11.4205182103;12.035050528;12.8321557442;12.973998093;14.0294131573;14.5897177852;14.7451925113;17.0025533208;20.3787889289;21.0441378696;22.1133908063;22.2628781735;22.9074804796;22.9147311584;24.1604141215;25.9850771108;26.6416850242;31.7945409108;33.9714191007;39.6396574958;39.9030905376;39.9357911215;47.112573081;48.9243423091;54.6915759463;55.5909202101;62.6520948019;64.6935449465;68.5722831902;77.2066406562;81.3303644481;84.6612227735;93.0181369075;124.818912091;143.883451408;150.85146997;192.267882058;220.677790133;221.068766558;305.074493304;383.009139544;415.148618326;479.139164263;615.898581956;670.547059911;2050.01552325;2594.34253233;2597.48561483;2743.8539206;2809.07310014;2856.74098182;2883.37829693;2886.96337938;2907.08335312;2941.43092012;2964.2746458;2979.12546952;2990.86168733;3001.7604737;3068.67001171;3085.57560286;3092.46266921;3104.50042544;3106.70005716;3119.84577865;3149.96564095;3152.83769165;3182.65310329;3246.30079222;3261.08047085;3280.61416595;3281.32226405;3284.80770819;3285.71284575;3318.34952344;3398.34015603;3407.97878382;3475.32444383;
2;1.99363042466;1.99368364479;1.99621384843;1.99640150795;1.99727610486;1.99778858782;1.99779336658;1.99842176616;1.99914380733;1.99974666476;2.03769124666;2.95170053959;3.13832488098;3.23790166021;3.46934211471;3.78836424238;3.8282496839;3.99992390377;4.29784157302;4.73349070067;5.37875610074;6.33078867901;6.37991209482;7.13780314178;7.53627674907;8.04546069508;8.16690280377;8.27850216789;10.317969019;11.3133468133;11.672540277;12.8423443033;13.5425426793;13.5691153867;14.0717894321;14.1443726764;15.3910045726;15.9439525993;16.0275945531;16.3171716877;17.6234833545;18.1943961568;19.1389817584;20.1947914453;22.0183305859;24.3288351891;24.395671515;25.1663130958;25.2200756538;28.6989354582;30.3114577691;30.8479169062;32.9195269339;33.0804260273;33.9792364587;35.8578912852;38.2951659452;41.6141596103;42.0782737493;42.6704229671;47.1268209882;48.5051153423;50.6997792342;51.6951517881;56.1972422086;61.6879564664;62.8520881593;63.3937764242;71.3202385914;72.6154266847;79.4621928418;82.2109341856;86.0262228562;88.511710595;100.607615396;105.961025356;106.244235084;125.11329226;204.449110372;246.610569939;265.966301819;318.640612946;363.221895637;526.842548192;715.471710477;1638.52179742;2450.65056966;2520.26311995;2572.69661593;2580.6603584;2613.49582424;2617.89220927;2650.44582077;2670.81425171;2748.57219465;2772.7153245;2790.42968123;2840.70067499;2846.55201659;2853.06640322;2904.17617232;2995.17366479;3012.3118436;3076.459226;3110.74533895;3114.01834732;3120.69129386;3156.3573346;3167.11855424;3183.98741788;3192.33454985;3197.11097658;3203.70958853;3207.54750694;3218.34422746;3237.42575343;3243.70691787;3248.56131566;3249.3853511;3282.87790091;3285.70939387;3291.14240747;3331.00666449;3365.53881475;3385.47953412;3386.86106585;3419.32502949;3532.59012108;
3;0;1.9898733217;1.99506233344;1.99731879858;1.99733307854;1.99733413302;1.99808106242;1.99822712004;1.99832411352;1.99910160452;1.99951618166;1.9995836568;1.99999689616;2.55029484637;3.35276159194;4.20231615848;4.58200366;5.25685650374;5.49974510228;5.85754441529;5.90298396671;5.93698251675;6.12863285312;6.74729166039;6.95054484068;7.37650078834;8.74794827237;9.3147514668;9.65894218872;9.78941862512;10.2028977355;10.5167510602;10.7731869873;10.8214005553;11.1751766652;11.261539546;12.5291794356;12.5727923417;13.1204494981;13.3398320963;13.809412743;16.0444311145;17.1549976661;17.2191425681;19.916362291;20.0335219799;20.6083851063;20.7955162548;21.5126498952;22.5900793221;23.2308184132;24.4871098463;25.9228584247;29.537295813;29.7335680861;30.9006960535;32.8417141988;35.1733377893;35.6920061592;38.7533071212;39.8361834795;40.4052642111;49.6174204022;50.7092636552;53.8977912633;59.2409982619;59.5746856148;60.8779372925;65.8991496293;67.2834517669;79.3813545929;81.2657468998;88.0603021081;93.0984492984;96.6779697314;98.9728046717;100.821506847;101.25388295;101.607321208;105.289988402;206.847132128;249.099262702;265.926648818;308.800238273;449.429338365;549.915155841;637.395626835;788.40593165;1729.76756954;2588.11472971;2670.6206287;2689.06754915;2735.90613148;2760.86685575;2770.62946091;2842.38014244;2893.1732793;2933.82950167;2967.02101714;3007.59598855;3024.51811196;3034.08286048;3050.06469694;3056.98468679;3100.2453404;3106.36989418;3111.61673058;3111.79843233;3137.55872023;3151.31934602;3155.20052332;3175.94518492;3192.92122848;3197.13765886;3219.11046533;3225.20601886;3264.44339292;3281.54475086;3302.29667193;3333.82446611;3340.90310247;3352.86448852;3372.96961709;3377.35237617;3416.58743884;3416.862051;3440.41117845;3479.52993806;
3;1.9898733217;1.99217004273;1.99606845217;1.99706047776;1.99798673169;1.99871788443;1.99922347334;1.9993362101;1.9993551536;1.99953738401;2.11458367995;4.06170232072;5.29485995148;5.5615271128;5.736557393;5.87049651343;6.18335263099;6.25893890176;6.94722075327;7.36874023534;8.14922536311;8.76497255952;10.5239400575;10.5328356493;10.5823080189;11.0993081646;11.5304324738;12.0270762142;15.365174344;16.2459282269;18.4302166837;18.6355986636;19.1472987121;19.471282556;19.777804039;20.0928389837;20.2583222379;21.4576403435;21.5101182163;22.9861037246;23.7992782294;24.5759776878;25.7934166113;26.5286033002;26.5751379981;27.0959676501;28.2695746154;31.5812842337;32.3483923354;34.6117013398;34.7627560893;35.085697669;38.3125745851;38.4793201452;38.9957381921;41.3400989857;45.8958483859;52.5584335817;56.8845651771;57.8513342805;59.0405315098;63.7260205382;64.2255109296;65.606861657;70.2754796983;70.7286201073;102.428311578;112.561317461;122.477726261;125.650796235;126.769978006;174.189195167;184.845578367;195.86351751;224.091977492;236.585030041;423.446625862;479.429158451;1169.42277565;1541.11518011;2312.40799811;2482.39930251;2498.6163887;2556.35368372;2645.96723362;2682.18926885;2686.86440085;2715.77728662;2735.53808207;2739.29454864;2766.86338232;2777.22115104;2807.3846703;2884.4535824;2908.27899085;2908.69683071;2917.54047563;2985.37660517;2989.88370956;2997.02834017;2999.2694902;3036.8917313;3043.99705468;3048.42847323;3066.76545771;3111.62174724;3114.14380356;3125.61626171;3140.0160002;3160.00203672;3176.08586117;3182.27548981;3183.61586355;3206.08570406;3211.58700519;3214.46670195;3217.51765857;3225.49424848;3225.71461219;3240.65516949;3303.14378223;3324.27348086;3331.44207837;3335.4301605;3353.9587408;3387.32126406;3425.23384403;3477.06295966;
4;1.99633119133;1.99645525781;1.99748369077;1.99843151973;1.99884156244;1.99900818023;1.99956593921;1.99975621574;1.99998091488;2.66043574304;3.15007257358;3.68525679741;3.85457290668;4.60041646071;4.85478610913;4.89233196938;5.02387040942;5.17523124662;5.3128253035;5.59020154827;6.53738133434;6.79016016739;7.44873366021;7.50622696311;8.17464603716;8.5565810603;8.98625865938;9.53513746577;9.62497104779;9.69137781232;9.98977167029;10.1618083974;11.1165112969;12.0581614584;12.3745180812;13.1531442339;13.8834410204;13.9473537754;14.6807967852;14.7952129287;15.717088322;16.25947441;16.4374281336;16.5907002684;16.8030172628;16.8232267572;16.9125044896;17.700815159;17.7923327268;18.1384427055;18.4778094077;18.8699850272;19.547481469;19.8546994249;20.8487737276;23.0199275854;23.1037103495;23.8588090411;24.0352773962;24.2386750583;24.2514367814;27.7351192155;28.6082464981;29.514850523;29.5593602475;33.3163421971;33.4882333003;40.9733174322;48.3239178063;48.8482132157;52.552981496;55.4342664529;58.6655519061;63.0245645007;73.6678124713;76.0825649032;88.4562363787;111.200043358;125.963931495;142.183787712;155.501935297;167.029126862;590.886757025;700.929679592;1492.84870042;2170.50275417;2213.99109149;2345.92555812;2461.22296497;2630.56203938;2731.86861922;2743.99461831;2807.1829678;2862.3008362;2864.13717028;2865.33169436;2875.56184174;2884.56260854;2976.17103468;2999.30117757;2999.52638213;3024.52892001;3036.34082789;3040.6909485;3067.38728798;3068.10404892;3077.63294832;3089.17031955;3092.6413013;3098.96790418;3116.70285535;3124.63234017;3129.56967669;3144.89160765;3173.69443349;3177.19298071;3202.79057814;3213.00002701;3213.12888838;3230.21914544;3278.61946934;3312.90177214;3356.79101285;3359.03010393;3363.44773843;3435.13152952;3469.56381884;3522.6846534;
5;1.99182718425;1.99334391653;1.99368889399;1.99743540433;1.99887271326;1.9994167339;1.99943691937;1.99953907148;2.44104528721;2.88191018389;2.94144457427;4.10738233297;4.39927769239;4.49006358092;4.78950724854;4.85015198729;5.58348018169;5.872092293;6.30790667332;6.50751314906;6.95329210135;7.02080318849;7.74778368231;7.89170148032;8.16843776197;8.42865342328;8.75888013591;10.0542869687;10.376833855;10.6210037193;10.7878138908;11.1081504978;11.312730813;12.0181014885;12.3851035356;12.5120390192;14.2749513772;16.4134093429;17.9490464249;19.7834443979;20.1802097988;20.1843593935;21.6395086569;22.534636587;23.1884331985;24.1421713614;24.3152997783;26.071963752;28.1478527515;28.5976393715;28.7936539899;32.0215705928;32.7986359865;35.1384542761;35.576776682;35.7677622109;35.9813761672;37.041799226;45.4120577367;45.473247502;45.8753222112;47.2388743206;50.1328194588;61.1366283435;63.6195998892;73.385170142;80.0124116225;98.4462193446;113.075388177;116.467343731;123.730053959;147.265444655;194.309798775;449.79385929;458.149752033;463.592306186;513.076063529;1425.93705745;2282.69678832;2284.99197244;2365.38989459;2375.27995982;2396.48282941;2456.53376709;2504.16948209;2565.92041719;2571.51199336;2589.77520304;2603.80608721;2638.70220654;2660.49786396;2682.86784064;2718.00352761;2795.97092733;2796.56989471;2796.74879067;2809.51151759;2862.35132493;2877.01783937;2901.02023148;2902.15134601;2927.22022549;2940.49003287;2985.25560777;2997.32463781;3000.01581066;3018.10391875;3031.73883047;3033.77981323;3036.03807275;3078.93557673;3093.9334433;3095.47552814;3102.651082;3148.89761389;3168.498626;3221.26772153;3227.48906742;3251.48999633;3254.22111929;3261.74998928;3301.40385407;3311.35001871;3323.72534382;3328.5496274;3347.19024216;3358.18616298;3490.60954961;
6;1.99644647329;1.99758548011;1.99870809191;1.99951793822;1.99960851506;1.99991529864;1.99993127672;2.97625312179;3.3328379086;3.58164391745;3.78539937907;4.33084333658;4.64958148369;5.08189538935;5.0858565244;5.44328194445;5.70353788325;6.0578104529;6.13779101545;6.30626788344;6.90240720917;6.92299761957;6.95284343344;7.36703543174;7.56564053469;8.83459925452;8.83552971416;9.1561708793;9.78337917844;11.0298523948;11.4047829359;13.6420968431;14.0042223493;14.0209780546;14.2925298251;14.8406156408;15.0770384711;15.1430085105;15.2426148076;16.0271526573;16.6730174091;17.4071324145;17.6760678465;18.6949196341;19.0224120206;19.2945485873;21.0933641498;23.3844838818;23.6968651473;24.4561420474;25.9611285353;30.7713029133;31.2062799888;31.3969930715;31.774335424;31.8180897754;32.1013013991;34.8776971096;39.5150134475;40.1988735314;41.5464586524;41.9889511086;43.2728448133;46.558789865;49.5904983387;64.8895469414;81.9607218892;84.175633266;91.8369288745;94.8927638068;95.5825307963;133.689170387;143.228452625;204.851066869;213.445310899;356.671996097;406.479941201;411.464219923;2021.47122687;2075.58490672;2504.95594506;2550.02231092;2552.8547414;2586.99342995;2595.15705567;2606.30520538;2662.12235929;2693.24530591;2744.34641076;2760.14749897;2804.82847482;2814.59921564;2831.07139406;2834.76921389;2841.72523551;2861.8853653;2862.82827107;2898.69530099;2941.71715042;2957.35362309;2964.11843233;2977.3452092;2988.79147013;3025.4746877;3029.28923644;3032.48288906;3036.37662395;3046.69479436;3048.70149792;3069.7907914;3084.80716976;3099.54808858;3113.69034395;3137.18310927;3152.71865262;3157.62301304;3166.57630508;3173.02467182;3192.86733333;3212.03185808;3231.72092673;3283.71226622;3369.38839958;3378.92546144;3399.66765034;3436.06610567;3455.14995948;3491.93904649;
7;1.9924134538;1.99663432913;1.99666465588;1.99724435246;1.99748679952;1.9983498907;1.99841747396;1.99865542987;1.99892564059;1.99904272759;1.99911169546;1.99973739711;3.11312079827;3.24589131286;3.46989863435;4.02351146606;4.35050617318;4.36631558696;5.21738106837;6.05785765113;6.85459270848;7.05729712308;7.29351100074;7.34904965577;7.36988982781;7.4682745868;7.59461241437;7.60776607474;8.14295926706;8.24748056945;8.47253362887;9.26807888954;10.1268807786;10.7859476656;13.9406465231;14.4791725242;14.9432749943;15.2430714123;15.6617115535;16.1223303021;17.4549750671;17.6478288993;19.4415873406;20.3197341012;21.5662145329;24.9769911825;25.5991467051;25.8652599751;28.758604975;29.2433209581;29.5207843824;31.6933951022;31.8630318727;31.908927797;32.6883419887;33.6036862828;34.5285053716;35.4055366069;38.6418798593;38.8709634214;41.1599945374;41.2113740022;44.4872666893;45.7398711889;50.7421426574;53.4098482323;64.3208680877;69.1469390757;69.923707703;168.894472402;317.976784185;334.02312548;335.740045691;412.61455086;822.404094038;1866.31438919;1930.50779534;2170.43973673;2176.12191621;2262.29220177;2340.06440519;2385.89797006;2400.23789943;2416.85923037;2418.38263079;2452.41767915;2488.21113419;2559.70981592;2588.77063657;2611.93166382;2623.11010239;2671.9323614;2698.63737591;2703.80758954;2716.07741722;2738.36234264;2740.36293832;2768.48280478;2841.40729014;2852.8729464;2885.8641856;2886.0661135;2902.98820249;2904.13461812;2916.19189404;2922.31328881;2936.34993776;2941.91662782;2953.43002244;2957.33411592;2979.14289535;3039.79216648;3048.09448962;3059.37843725;3069.85333254;3072.5688237;3134.59518286;3143.10311798;3149.79396967;3155.35734862;3168.92126382;3170.29788885;3177.48503766;3265.23187799;3315.71621611;3355.11632696;3427.96572482;3443.53912255;
8;1.98536357205;1.99691975538;1.9972367436;1.99827942981;1.99925576564;2.16849682936;2.42096003729;3.92429794094;4.12764463321;5.03191260317;6.32726186506;6.39628503917;6.8793720923;7.24023083914;9.46627667193;9.81539593253;11.242688831;12.2206817595;12.6139795059;13.1526627414;13.631661806;14.1829918873;15.845468719;15.9654633667;16.0585743623;17.5187001638;18.0296895224;18.0912312716;18.466304793;18.8504890083;19.2077380201;20.374064477;21.2998220105;22.5242804362;23.0413216907;24.3982927632;24.9263567832;28.168323262;29.2126674655;29.8014611319;31.853280925;31.9704770308;32.4976709836;37.0611132022;43.9324079456;48.057873769;51.191670926;54.4303826237;59.8740750403;64.9096139576;66.3866450305;68.8361535979;69.8343957425;104.194898726;114.399119433;132.624375977;133.212723072;137.395710464;146.622457944;149.851624505;151.716068693;181.182150442;230.631687059;256.482471351;720.136112439;913.156983716;1845.59900819;1929.86874447;2300.65873889;2318.69528507;2443.39920521;2471.68446862;2508.28807648;2532.22865781;2535.55740555;2538.5811807;2567.17014082;2580.02829466;2591.81758195;2601.98762661;2616.89351254;2620.13604645;2623.11384512;2639.25448869;2646.70611835;2687.32707005;2687.95496561;2706.59512597;2717.70513191;2791.81890034;2794.21216339;2801.36506291;2833.52422023;2835.0677925;2837.79628465;2865.94396633;2876.05263371;2876.63567838;2886.41759837;2887.91041758;2888.82967858;2892.8105933;2902.49515365;2923.26918347;2924.59153017;2944.47586852;2949.83766225;2977.70978102;2988.19294639;2988.42643677;3013.19948135;3075.82709643;3119.27188916;3130.32687827;3184.99145121;3191.09110896;3202.7107114;3224.22738331;3230.61857279;3245.30144727;3246.39977064;3260.29688606;3298.93228457;3307.56927215;3337.37943064;3339.44313478;3364.0960304;3444.84691464;
